/home/debian/anaconda3/envs/jaxenv/bin/python /home/debian/PycharmProjects/PythonProject/WKLC-KWC_3D_Extension_ZigZag.py 
Placed 180/180 seeds.
Saved VTK at t = 11.725000, laser=(5.9625, 1.8350) to VTK/fields_023450.vtk
Saved VTK at t = 11.730000, laser=(5.9625, 1.8100) to VTK/fields_023460.vtk
Saved VTK at t = 11.735000, laser=(5.9625, 1.7850) to VTK/fields_023470.vtk
Saved VTK at t = 11.740000, laser=(5.9625, 1.7600) to VTK/fields_023480.vtk
Saved VTK at t = 11.745000, laser=(5.9625, 1.7350) to VTK/fields_023490.vtk
Saved VTK at t = 11.750000, laser=(5.9625, 1.7100) to VTK/fields_023500.vtk
Saved VTK at t = 11.755000, laser=(5.9625, 1.6850) to VTK/fields_023510.vtk
Saved VTK at t = 11.760000, laser=(5.9625, 1.6600) to VTK/fields_023520.vtk
Saved VTK at t = 11.765000, laser=(5.9625, 1.6350) to VTK/fields_023530.vtk
Saved VTK at t = 11.770000, laser=(5.9625, 1.6100) to VTK/fields_023540.vtk
Saved VTK at t = 11.775000, laser=(5.9625, 1.5850) to VTK/fields_023550.vtk
Saved VTK at t = 11.780000, laser=(5.9625, 1.5600) to VTK/fields_023560.vtk
Saved VTK at t = 11.785000, laser=(5.9625, 1.5350) to VTK/fields_023570.vtk
Saved VTK at t = 11.790000, laser=(5.9625, 1.5100) to VTK/fields_023580.vtk
Saved VTK at t = 11.795000, laser=(5.9625, 1.4850) to VTK/fields_023590.vtk
Saved VTK at t = 11.800000, laser=(5.9625, 1.4600) to VTK/fields_023600.vtk
Saved VTK at t = 11.805000, laser=(5.9625, 1.4350) to VTK/fields_023610.vtk
Saved VTK at t = 11.810000, laser=(5.9625, 1.4100) to VTK/fields_023620.vtk
Saved VTK at t = 11.815000, laser=(5.9625, 1.3850) to VTK/fields_023630.vtk
Saved VTK at t = 11.820000, laser=(5.9625, 1.3600) to VTK/fields_023640.vtk
Saved VTK at t = 11.825000, laser=(5.9625, 1.3350) to VTK/fields_023650.vtk
Saved VTK at t = 11.830000, laser=(5.9625, 1.3100) to VTK/fields_023660.vtk
Saved VTK at t = 11.835000, laser=(5.9625, 1.2850) to VTK/fields_023670.vtk
Saved VTK at t = 11.840000, laser=(5.9625, 1.2600) to VTK/fields_023680.vtk
Saved VTK at t = 11.845000, laser=(5.9625, 1.2350) to VTK/fields_023690.vtk
Saved VTK at t = 11.850000, laser=(5.9625, 1.2100) to VTK/fields_023700.vtk
Saved VTK at t = 11.855000, laser=(5.9625, 1.1850) to VTK/fields_023710.vtk
Saved VTK at t = 11.860000, laser=(5.9625, 1.1600) to VTK/fields_023720.vtk
Saved VTK at t = 11.865000, laser=(5.9625, 1.1350) to VTK/fields_023730.vtk
Saved VTK at t = 11.870000, laser=(5.9625, 1.1100) to VTK/fields_023740.vtk
Saved VTK at t = 11.875000, laser=(5.9625, 1.0850) to VTK/fields_023750.vtk
Saved VTK at t = 11.880000, laser=(5.9625, 1.0600) to VTK/fields_023760.vtk
Saved VTK at t = 11.885000, laser=(5.9625, 1.0350) to VTK/fields_023770.vtk
Saved VTK at t = 11.890000, laser=(5.9625, 1.0100) to VTK/fields_023780.vtk
Saved VTK at t = 11.895000, laser=(5.9625, 0.9850) to VTK/fields_023790.vtk
Saved VTK at t = 11.900000, laser=(5.9625, 0.9600) to VTK/fields_023800.vtk
Saved VTK at t = 11.905000, laser=(5.9625, 0.9350) to VTK/fields_023810.vtk
Saved VTK at t = 11.910000, laser=(5.9625, 0.9100) to VTK/fields_023820.vtk
Saved VTK at t = 11.915000, laser=(5.9625, 0.8850) to VTK/fields_023830.vtk
Saved VTK at t = 11.920000, laser=(5.9625, 0.8600) to VTK/fields_023840.vtk
Saved VTK at t = 11.925000, laser=(5.9625, 0.8350) to VTK/fields_023850.vtk
Saved VTK at t = 11.930000, laser=(5.9625, 0.8100) to VTK/fields_023860.vtk
Saved VTK at t = 11.935000, laser=(5.9625, 0.7850) to VTK/fields_023870.vtk
Saved VTK at t = 11.940000, laser=(5.9625, 0.7600) to VTK/fields_023880.vtk
Saved VTK at t = 11.945000, laser=(5.9625, 0.7350) to VTK/fields_023890.vtk
Saved VTK at t = 11.950000, laser=(5.9625, 0.7100) to VTK/fields_023900.vtk
Saved VTK at t = 11.955000, laser=(5.9625, 0.6850) to VTK/fields_023910.vtk
Saved VTK at t = 11.960000, laser=(5.9625, 0.6600) to VTK/fields_023920.vtk
Saved VTK at t = 11.965000, laser=(5.9625, 0.6350) to VTK/fields_023930.vtk
Saved VTK at t = 11.970000, laser=(5.9875, 0.6250) to VTK/fields_023940.vtk
Saved VTK at t = 11.975000, laser=(6.0375, 0.6250) to VTK/fields_023950.vtk
Saved VTK at t = 11.980000, laser=(6.0625, 0.6375) to VTK/fields_023960.vtk
Saved VTK at t = 11.985000, laser=(6.0625, 0.6625) to VTK/fields_023970.vtk
Saved VTK at t = 11.990000, laser=(6.0625, 0.6875) to VTK/fields_023980.vtk
Saved VTK at t = 11.995000, laser=(6.0625, 0.7125) to VTK/fields_023990.vtk
Saved VTK at t = 12.000000, laser=(6.0625, 0.7375) to VTK/fields_024000.vtk
Saved VTK at t = 12.005000, laser=(6.0625, 0.7625) to VTK/fields_024010.vtk
Saved VTK at t = 12.010000, laser=(6.0625, 0.7875) to VTK/fields_024020.vtk
Saved VTK at t = 12.015000, laser=(6.0625, 0.8125) to VTK/fields_024030.vtk
Saved VTK at t = 12.020000, laser=(6.0625, 0.8375) to VTK/fields_024040.vtk
Saved VTK at t = 12.025000, laser=(6.0625, 0.8625) to VTK/fields_024050.vtk
Saved VTK at t = 12.030000, laser=(6.0625, 0.8875) to VTK/fields_024060.vtk
Saved VTK at t = 12.035000, laser=(6.0625, 0.9125) to VTK/fields_024070.vtk
Saved VTK at t = 12.040000, laser=(6.0625, 0.9375) to VTK/fields_024080.vtk
Saved VTK at t = 12.045000, laser=(6.0625, 0.9625) to VTK/fields_024090.vtk
Saved VTK at t = 12.050000, laser=(6.0625, 0.9875) to VTK/fields_024100.vtk
Saved VTK at t = 12.055000, laser=(6.0625, 1.0125) to VTK/fields_024110.vtk
Saved VTK at t = 12.060000, laser=(6.0625, 1.0375) to VTK/fields_024120.vtk
Saved VTK at t = 12.065000, laser=(6.0625, 1.0625) to VTK/fields_024130.vtk
Saved VTK at t = 12.070000, laser=(6.0625, 1.0875) to VTK/fields_024140.vtk
Saved VTK at t = 12.075000, laser=(6.0625, 1.1125) to VTK/fields_024150.vtk
Saved VTK at t = 12.080000, laser=(6.0625, 1.1375) to VTK/fields_024160.vtk
Saved VTK at t = 12.085000, laser=(6.0625, 1.1625) to VTK/fields_024170.vtk
Saved VTK at t = 12.090000, laser=(6.0625, 1.1875) to VTK/fields_024180.vtk
Saved VTK at t = 12.095000, laser=(6.0625, 1.2125) to VTK/fields_024190.vtk
Saved VTK at t = 12.100000, laser=(6.0625, 1.2375) to VTK/fields_024200.vtk
Saved VTK at t = 12.105000, laser=(6.0625, 1.2625) to VTK/fields_024210.vtk
Saved VTK at t = 12.110000, laser=(6.0625, 1.2875) to VTK/fields_024220.vtk
Saved VTK at t = 12.115000, laser=(6.0625, 1.3125) to VTK/fields_024230.vtk
Saved VTK at t = 12.120000, laser=(6.0625, 1.3375) to VTK/fields_024240.vtk
Saved VTK at t = 12.125000, laser=(6.0625, 1.3625) to VTK/fields_024250.vtk
Saved VTK at t = 12.130000, laser=(6.0625, 1.3875) to VTK/fields_024260.vtk
Saved VTK at t = 12.135000, laser=(6.0625, 1.4125) to VTK/fields_024270.vtk
Saved VTK at t = 12.140000, laser=(6.0625, 1.4375) to VTK/fields_024280.vtk
Saved VTK at t = 12.145000, laser=(6.0625, 1.4625) to VTK/fields_024290.vtk
Saved VTK at t = 12.150000, laser=(6.0625, 1.4875) to VTK/fields_024300.vtk
Saved VTK at t = 12.155000, laser=(6.0625, 1.5125) to VTK/fields_024310.vtk
Saved VTK at t = 12.160000, laser=(6.0625, 1.5375) to VTK/fields_024320.vtk
Saved VTK at t = 12.165000, laser=(6.0625, 1.5625) to VTK/fields_024330.vtk
Saved VTK at t = 12.170000, laser=(6.0625, 1.5875) to VTK/fields_024340.vtk
Saved VTK at t = 12.175000, laser=(6.0625, 1.6125) to VTK/fields_024350.vtk
Saved VTK at t = 12.180000, laser=(6.0625, 1.6375) to VTK/fields_024360.vtk
Saved VTK at t = 12.185000, laser=(6.0625, 1.6625) to VTK/fields_024370.vtk
Saved VTK at t = 12.190000, laser=(6.0625, 1.6875) to VTK/fields_024380.vtk
Saved VTK at t = 12.195000, laser=(6.0625, 1.7125) to VTK/fields_024390.vtk
Saved VTK at t = 12.200000, laser=(6.0625, 1.7375) to VTK/fields_024400.vtk
Saved VTK at t = 12.205000, laser=(6.0625, 1.7625) to VTK/fields_024410.vtk
Saved VTK at t = 12.210000, laser=(6.0625, 1.7875) to VTK/fields_024420.vtk
Saved VTK at t = 12.215000, laser=(6.0625, 1.8125) to VTK/fields_024430.vtk
Saved VTK at t = 12.220000, laser=(6.0625, 1.8375) to VTK/fields_024440.vtk
Saved VTK at t = 12.225000, laser=(6.0625, 1.8625) to VTK/fields_024450.vtk
Saved VTK at t = 12.230000, laser=(6.0825, 1.8750) to VTK/fields_024460.vtk
Saved VTK at t = 12.235000, laser=(6.1325, 1.8750) to VTK/fields_024470.vtk
Saved VTK at t = 12.240000, laser=(6.1625, 1.8650) to VTK/fields_024480.vtk
Saved VTK at t = 12.245000, laser=(6.1625, 1.8400) to VTK/fields_024490.vtk
Saved VTK at t = 12.250000, laser=(6.1625, 1.8150) to VTK/fields_024500.vtk
Saved VTK at t = 12.255000, laser=(6.1625, 1.7900) to VTK/fields_024510.vtk
Saved VTK at t = 12.260000, laser=(6.1625, 1.7650) to VTK/fields_024520.vtk
Saved VTK at t = 12.265000, laser=(6.1625, 1.7400) to VTK/fields_024530.vtk
Saved VTK at t = 12.270000, laser=(6.1625, 1.7150) to VTK/fields_024540.vtk
Saved VTK at t = 12.275000, laser=(6.1625, 1.6900) to VTK/fields_024550.vtk
Saved VTK at t = 12.280000, laser=(6.1625, 1.6650) to VTK/fields_024560.vtk
Saved VTK at t = 12.285000, laser=(6.1625, 1.6400) to VTK/fields_024570.vtk
Saved VTK at t = 12.290000, laser=(6.1625, 1.6150) to VTK/fields_024580.vtk
Saved VTK at t = 12.295000, laser=(6.1625, 1.5900) to VTK/fields_024590.vtk
Saved VTK at t = 12.300000, laser=(6.1625, 1.5650) to VTK/fields_024600.vtk
Saved VTK at t = 12.305000, laser=(6.1625, 1.5400) to VTK/fields_024610.vtk
Saved VTK at t = 12.310000, laser=(6.1625, 1.5150) to VTK/fields_024620.vtk
Saved VTK at t = 12.315000, laser=(6.1625, 1.4900) to VTK/fields_024630.vtk
Saved VTK at t = 12.320000, laser=(6.1625, 1.4650) to VTK/fields_024640.vtk
Saved VTK at t = 12.325000, laser=(6.1625, 1.4400) to VTK/fields_024650.vtk
Saved VTK at t = 12.330000, laser=(6.1625, 1.4150) to VTK/fields_024660.vtk
Saved VTK at t = 12.335000, laser=(6.1625, 1.3900) to VTK/fields_024670.vtk
Saved VTK at t = 12.340000, laser=(6.1625, 1.3650) to VTK/fields_024680.vtk
Saved VTK at t = 12.345000, laser=(6.1625, 1.3400) to VTK/fields_024690.vtk
Saved VTK at t = 12.350000, laser=(6.1625, 1.3150) to VTK/fields_024700.vtk
Saved VTK at t = 12.355000, laser=(6.1625, 1.2900) to VTK/fields_024710.vtk
Saved VTK at t = 12.360000, laser=(6.1625, 1.2650) to VTK/fields_024720.vtk
Saved VTK at t = 12.365000, laser=(6.1625, 1.2400) to VTK/fields_024730.vtk
Saved VTK at t = 12.370000, laser=(6.1625, 1.2150) to VTK/fields_024740.vtk
Saved VTK at t = 12.375000, laser=(6.1625, 1.1900) to VTK/fields_024750.vtk
Saved VTK at t = 12.380000, laser=(6.1625, 1.1650) to VTK/fields_024760.vtk
Saved VTK at t = 12.385000, laser=(6.1625, 1.1400) to VTK/fields_024770.vtk
Saved VTK at t = 12.390000, laser=(6.1625, 1.1150) to VTK/fields_024780.vtk
Saved VTK at t = 12.395000, laser=(6.1625, 1.0900) to VTK/fields_024790.vtk
Saved VTK at t = 12.400000, laser=(6.1625, 1.0650) to VTK/fields_024800.vtk
Saved VTK at t = 12.405000, laser=(6.1625, 1.0400) to VTK/fields_024810.vtk
Saved VTK at t = 12.410000, laser=(6.1625, 1.0150) to VTK/fields_024820.vtk
Saved VTK at t = 12.415000, laser=(6.1625, 0.9900) to VTK/fields_024830.vtk
Saved VTK at t = 12.420000, laser=(6.1625, 0.9650) to VTK/fields_024840.vtk
Saved VTK at t = 12.425000, laser=(6.1625, 0.9400) to VTK/fields_024850.vtk
Saved VTK at t = 12.430000, laser=(6.1625, 0.9150) to VTK/fields_024860.vtk
Saved VTK at t = 12.435000, laser=(6.1625, 0.8900) to VTK/fields_024870.vtk
Saved VTK at t = 12.440000, laser=(6.1625, 0.8650) to VTK/fields_024880.vtk
Saved VTK at t = 12.445000, laser=(6.1625, 0.8400) to VTK/fields_024890.vtk
Saved VTK at t = 12.450000, laser=(6.1625, 0.8150) to VTK/fields_024900.vtk
Saved VTK at t = 12.455000, laser=(6.1625, 0.7900) to VTK/fields_024910.vtk
Saved VTK at t = 12.460000, laser=(6.1625, 0.7650) to VTK/fields_024920.vtk
Saved VTK at t = 12.465000, laser=(6.1625, 0.7400) to VTK/fields_024930.vtk
Saved VTK at t = 12.470000, laser=(6.1625, 0.7150) to VTK/fields_024940.vtk
Saved VTK at t = 12.475000, laser=(6.1625, 0.6900) to VTK/fields_024950.vtk
Saved VTK at t = 12.480000, laser=(6.1625, 0.6650) to VTK/fields_024960.vtk
Saved VTK at t = 12.485000, laser=(6.1625, 0.6400) to VTK/fields_024970.vtk
Saved VTK at t = 12.490000, laser=(6.1775, 0.6250) to VTK/fields_024980.vtk
Saved VTK at t = 12.495000, laser=(6.2275, 0.6250) to VTK/fields_024990.vtk
Saved VTK at t = 12.500000, laser=(6.2625, 0.6325) to VTK/fields_025000.vtk
Saved VTK at t = 12.505000, laser=(6.2625, 0.6575) to VTK/fields_025010.vtk
Saved VTK at t = 12.510000, laser=(6.2625, 0.6825) to VTK/fields_025020.vtk
Saved VTK at t = 12.515000, laser=(6.2625, 0.7075) to VTK/fields_025030.vtk
Saved VTK at t = 12.520000, laser=(6.2625, 0.7325) to VTK/fields_025040.vtk
Saved VTK at t = 12.525000, laser=(6.2625, 0.7575) to VTK/fields_025050.vtk
Saved VTK at t = 12.530000, laser=(6.2625, 0.7825) to VTK/fields_025060.vtk
Saved VTK at t = 12.535000, laser=(6.2625, 0.8075) to VTK/fields_025070.vtk
Saved VTK at t = 12.540000, laser=(6.2625, 0.8325) to VTK/fields_025080.vtk
Saved VTK at t = 12.545000, laser=(6.2625, 0.8575) to VTK/fields_025090.vtk
Saved VTK at t = 12.550000, laser=(6.2625, 0.8825) to VTK/fields_025100.vtk
Saved VTK at t = 12.555000, laser=(6.2625, 0.9075) to VTK/fields_025110.vtk
Saved VTK at t = 12.560000, laser=(6.2625, 0.9325) to VTK/fields_025120.vtk
Saved VTK at t = 12.565000, laser=(6.2625, 0.9575) to VTK/fields_025130.vtk
Saved VTK at t = 12.570000, laser=(6.2625, 0.9825) to VTK/fields_025140.vtk
Saved VTK at t = 12.575000, laser=(6.2625, 1.0075) to VTK/fields_025150.vtk
Saved VTK at t = 12.580000, laser=(6.2625, 1.0325) to VTK/fields_025160.vtk
Saved VTK at t = 12.585000, laser=(6.2625, 1.0575) to VTK/fields_025170.vtk
Saved VTK at t = 12.590000, laser=(6.2625, 1.0825) to VTK/fields_025180.vtk
Saved VTK at t = 12.595000, laser=(6.2625, 1.1075) to VTK/fields_025190.vtk
Saved VTK at t = 12.600000, laser=(6.2625, 1.1325) to VTK/fields_025200.vtk
Saved VTK at t = 12.605000, laser=(6.2625, 1.1575) to VTK/fields_025210.vtk
Saved VTK at t = 12.610000, laser=(6.2625, 1.1825) to VTK/fields_025220.vtk
Saved VTK at t = 12.615000, laser=(6.2625, 1.2075) to VTK/fields_025230.vtk
Saved VTK at t = 12.620000, laser=(6.2625, 1.2325) to VTK/fields_025240.vtk
Saved VTK at t = 12.625000, laser=(6.2625, 1.2575) to VTK/fields_025250.vtk
Saved VTK at t = 12.630000, laser=(6.2625, 1.2825) to VTK/fields_025260.vtk
Saved VTK at t = 12.635000, laser=(6.2625, 1.3075) to VTK/fields_025270.vtk
Saved VTK at t = 12.640000, laser=(6.2625, 1.3325) to VTK/fields_025280.vtk
Saved VTK at t = 12.645000, laser=(6.2625, 1.3575) to VTK/fields_025290.vtk
Saved VTK at t = 12.650000, laser=(6.2625, 1.3825) to VTK/fields_025300.vtk
Saved VTK at t = 12.655000, laser=(6.2625, 1.4075) to VTK/fields_025310.vtk
Saved VTK at t = 12.660000, laser=(6.2625, 1.4325) to VTK/fields_025320.vtk
Saved VTK at t = 12.665000, laser=(6.2625, 1.4575) to VTK/fields_025330.vtk
Saved VTK at t = 12.670000, laser=(6.2625, 1.4825) to VTK/fields_025340.vtk
Saved VTK at t = 12.675000, laser=(6.2625, 1.5075) to VTK/fields_025350.vtk
Saved VTK at t = 12.680000, laser=(6.2625, 1.5325) to VTK/fields_025360.vtk
Saved VTK at t = 12.685000, laser=(6.2625, 1.5575) to VTK/fields_025370.vtk
Saved VTK at t = 12.690000, laser=(6.2625, 1.5825) to VTK/fields_025380.vtk
Saved VTK at t = 12.695000, laser=(6.2625, 1.6075) to VTK/fields_025390.vtk
Saved VTK at t = 12.700000, laser=(6.2625, 1.6325) to VTK/fields_025400.vtk
Saved VTK at t = 12.705000, laser=(6.2625, 1.6575) to VTK/fields_025410.vtk
Saved VTK at t = 12.710000, laser=(6.2625, 1.6825) to VTK/fields_025420.vtk
Saved VTK at t = 12.715000, laser=(6.2625, 1.7075) to VTK/fields_025430.vtk
Saved VTK at t = 12.720000, laser=(6.2625, 1.7325) to VTK/fields_025440.vtk
Saved VTK at t = 12.725000, laser=(6.2625, 1.7575) to VTK/fields_025450.vtk
Saved VTK at t = 12.730000, laser=(6.2625, 1.7825) to VTK/fields_025460.vtk
Saved VTK at t = 12.735000, laser=(6.2625, 1.8075) to VTK/fields_025470.vtk
Saved VTK at t = 12.740000, laser=(6.2625, 1.8325) to VTK/fields_025480.vtk
Saved VTK at t = 12.745000, laser=(6.2625, 1.8575) to VTK/fields_025490.vtk
Saved VTK at t = 12.750000, laser=(6.2725, 1.8750) to VTK/fields_025500.vtk
Saved VTK at t = 12.755000, laser=(6.3225, 1.8750) to VTK/fields_025510.vtk
Saved VTK at t = 12.760000, laser=(6.3625, 1.8700) to VTK/fields_025520.vtk
Saved VTK at t = 12.765000, laser=(6.3625, 1.8450) to VTK/fields_025530.vtk
Saved VTK at t = 12.770000, laser=(6.3625, 1.8200) to VTK/fields_025540.vtk
Saved VTK at t = 12.775000, laser=(6.3625, 1.7950) to VTK/fields_025550.vtk
Saved VTK at t = 12.780000, laser=(6.3625, 1.7700) to VTK/fields_025560.vtk
Saved VTK at t = 12.785000, laser=(6.3625, 1.7450) to VTK/fields_025570.vtk
Saved VTK at t = 12.790000, laser=(6.3625, 1.7200) to VTK/fields_025580.vtk
Saved VTK at t = 12.795000, laser=(6.3625, 1.6950) to VTK/fields_025590.vtk
Saved VTK at t = 12.800000, laser=(6.3625, 1.6700) to VTK/fields_025600.vtk
Saved VTK at t = 12.805000, laser=(6.3625, 1.6450) to VTK/fields_025610.vtk
Saved VTK at t = 12.810000, laser=(6.3625, 1.6200) to VTK/fields_025620.vtk
Saved VTK at t = 12.815000, laser=(6.3625, 1.5950) to VTK/fields_025630.vtk
Saved VTK at t = 12.820000, laser=(6.3625, 1.5700) to VTK/fields_025640.vtk
Saved VTK at t = 12.825000, laser=(6.3625, 1.5450) to VTK/fields_025650.vtk
Saved VTK at t = 12.830000, laser=(6.3625, 1.5200) to VTK/fields_025660.vtk
Saved VTK at t = 12.835000, laser=(6.3625, 1.4950) to VTK/fields_025670.vtk
Saved VTK at t = 12.840000, laser=(6.3625, 1.4700) to VTK/fields_025680.vtk
Saved VTK at t = 12.845000, laser=(6.3625, 1.4450) to VTK/fields_025690.vtk
Saved VTK at t = 12.850000, laser=(6.3625, 1.4200) to VTK/fields_025700.vtk
Saved VTK at t = 12.855000, laser=(6.3625, 1.3950) to VTK/fields_025710.vtk
Saved VTK at t = 12.860000, laser=(6.3625, 1.3700) to VTK/fields_025720.vtk
Saved VTK at t = 12.865000, laser=(6.3625, 1.3450) to VTK/fields_025730.vtk
Saved VTK at t = 12.870000, laser=(6.3625, 1.3200) to VTK/fields_025740.vtk
Saved VTK at t = 12.875000, laser=(6.3625, 1.2950) to VTK/fields_025750.vtk
Saved VTK at t = 12.880000, laser=(6.3625, 1.2700) to VTK/fields_025760.vtk
Saved VTK at t = 12.885000, laser=(6.3625, 1.2450) to VTK/fields_025770.vtk
Saved VTK at t = 12.890000, laser=(6.3625, 1.2200) to VTK/fields_025780.vtk
Saved VTK at t = 12.895000, laser=(6.3625, 1.1950) to VTK/fields_025790.vtk
Saved VTK at t = 12.900000, laser=(6.3625, 1.1700) to VTK/fields_025800.vtk
Saved VTK at t = 12.905000, laser=(6.3625, 1.1450) to VTK/fields_025810.vtk
Saved VTK at t = 12.910000, laser=(6.3625, 1.1200) to VTK/fields_025820.vtk
Saved VTK at t = 12.915000, laser=(6.3625, 1.0950) to VTK/fields_025830.vtk
Saved VTK at t = 12.920000, laser=(6.3625, 1.0700) to VTK/fields_025840.vtk
Saved VTK at t = 12.925000, laser=(6.3625, 1.0450) to VTK/fields_025850.vtk
Saved VTK at t = 12.930000, laser=(6.3625, 1.0200) to VTK/fields_025860.vtk
Saved VTK at t = 12.935000, laser=(6.3625, 0.9950) to VTK/fields_025870.vtk
Saved VTK at t = 12.940000, laser=(6.3625, 0.9700) to VTK/fields_025880.vtk
Saved VTK at t = 12.945000, laser=(6.3625, 0.9450) to VTK/fields_025890.vtk
Saved VTK at t = 12.950000, laser=(6.3625, 0.9200) to VTK/fields_025900.vtk
Saved VTK at t = 12.955000, laser=(6.3625, 0.8950) to VTK/fields_025910.vtk
Saved VTK at t = 12.960000, laser=(6.3625, 0.8700) to VTK/fields_025920.vtk
Saved VTK at t = 12.965000, laser=(6.3625, 0.8450) to VTK/fields_025930.vtk
Saved VTK at t = 12.970000, laser=(6.3625, 0.8200) to VTK/fields_025940.vtk
Saved VTK at t = 12.975000, laser=(6.3625, 0.7950) to VTK/fields_025950.vtk
Saved VTK at t = 12.980000, laser=(6.3625, 0.7700) to VTK/fields_025960.vtk
Saved VTK at t = 12.985000, laser=(6.3625, 0.7450) to VTK/fields_025970.vtk
Saved VTK at t = 12.990000, laser=(6.3625, 0.7200) to VTK/fields_025980.vtk
Saved VTK at t = 12.995000, laser=(6.3625, 0.6950) to VTK/fields_025990.vtk
Saved VTK at t = 13.000000, laser=(6.3625, 0.6700) to VTK/fields_026000.vtk
Saved VTK at t = 13.005000, laser=(6.3625, 0.6450) to VTK/fields_026010.vtk
Saved VTK at t = 13.010000, laser=(6.3675, 0.6250) to VTK/fields_026020.vtk
Saved VTK at t = 13.015000, laser=(6.4175, 0.6250) to VTK/fields_026030.vtk
Saved VTK at t = 13.020000, laser=(6.4625, 0.6275) to VTK/fields_026040.vtk
Saved VTK at t = 13.025000, laser=(6.4625, 0.6525) to VTK/fields_026050.vtk
Saved VTK at t = 13.030000, laser=(6.4625, 0.6775) to VTK/fields_026060.vtk
Saved VTK at t = 13.035000, laser=(6.4625, 0.7025) to VTK/fields_026070.vtk
Saved VTK at t = 13.040000, laser=(6.4625, 0.7275) to VTK/fields_026080.vtk
Saved VTK at t = 13.045000, laser=(6.4625, 0.7525) to VTK/fields_026090.vtk
Saved VTK at t = 13.050000, laser=(6.4625, 0.7775) to VTK/fields_026100.vtk
Saved VTK at t = 13.055000, laser=(6.4625, 0.8025) to VTK/fields_026110.vtk
Saved VTK at t = 13.060000, laser=(6.4625, 0.8275) to VTK/fields_026120.vtk
Saved VTK at t = 13.065000, laser=(6.4625, 0.8525) to VTK/fields_026130.vtk
Saved VTK at t = 13.070000, laser=(6.4625, 0.8775) to VTK/fields_026140.vtk
Saved VTK at t = 13.075000, laser=(6.4625, 0.9025) to VTK/fields_026150.vtk
Saved VTK at t = 13.080000, laser=(6.4625, 0.9275) to VTK/fields_026160.vtk
Saved VTK at t = 13.085000, laser=(6.4625, 0.9525) to VTK/fields_026170.vtk
Saved VTK at t = 13.090000, laser=(6.4625, 0.9775) to VTK/fields_026180.vtk
Saved VTK at t = 13.095000, laser=(6.4625, 1.0025) to VTK/fields_026190.vtk
Saved VTK at t = 13.100000, laser=(6.4625, 1.0275) to VTK/fields_026200.vtk
Saved VTK at t = 13.105000, laser=(6.4625, 1.0525) to VTK/fields_026210.vtk
Saved VTK at t = 13.110000, laser=(6.4625, 1.0775) to VTK/fields_026220.vtk
Saved VTK at t = 13.115000, laser=(6.4625, 1.1025) to VTK/fields_026230.vtk
Saved VTK at t = 13.120000, laser=(6.4625, 1.1275) to VTK/fields_026240.vtk
Saved VTK at t = 13.125000, laser=(6.4625, 1.1525) to VTK/fields_026250.vtk
Saved VTK at t = 13.130000, laser=(6.4625, 1.1775) to VTK/fields_026260.vtk
Saved VTK at t = 13.135000, laser=(6.4625, 1.2025) to VTK/fields_026270.vtk
Saved VTK at t = 13.140000, laser=(6.4625, 1.2275) to VTK/fields_026280.vtk
Saved VTK at t = 13.145000, laser=(6.4625, 1.2525) to VTK/fields_026290.vtk
Saved VTK at t = 13.150000, laser=(6.4625, 1.2775) to VTK/fields_026300.vtk
Saved VTK at t = 13.155000, laser=(6.4625, 1.3025) to VTK/fields_026310.vtk
Saved VTK at t = 13.160000, laser=(6.4625, 1.3275) to VTK/fields_026320.vtk
Saved VTK at t = 13.165000, laser=(6.4625, 1.3525) to VTK/fields_026330.vtk
Saved VTK at t = 13.170000, laser=(6.4625, 1.3775) to VTK/fields_026340.vtk
Saved VTK at t = 13.175000, laser=(6.4625, 1.4025) to VTK/fields_026350.vtk
Saved VTK at t = 13.180000, laser=(6.4625, 1.4275) to VTK/fields_026360.vtk
Saved VTK at t = 13.185000, laser=(6.4625, 1.4525) to VTK/fields_026370.vtk
Saved VTK at t = 13.190000, laser=(6.4625, 1.4775) to VTK/fields_026380.vtk
Saved VTK at t = 13.195000, laser=(6.4625, 1.5025) to VTK/fields_026390.vtk
Saved VTK at t = 13.200000, laser=(6.4625, 1.5275) to VTK/fields_026400.vtk
Saved VTK at t = 13.205000, laser=(6.4625, 1.5525) to VTK/fields_026410.vtk
Saved VTK at t = 13.210000, laser=(6.4625, 1.5775) to VTK/fields_026420.vtk
Saved VTK at t = 13.215000, laser=(6.4625, 1.6025) to VTK/fields_026430.vtk
Saved VTK at t = 13.220000, laser=(6.4625, 1.6275) to VTK/fields_026440.vtk
Saved VTK at t = 13.225000, laser=(6.4625, 1.6525) to VTK/fields_026450.vtk
Saved VTK at t = 13.230000, laser=(6.4625, 1.6775) to VTK/fields_026460.vtk
Saved VTK at t = 13.235000, laser=(6.4625, 1.7025) to VTK/fields_026470.vtk
Saved VTK at t = 13.240000, laser=(6.4625, 1.7275) to VTK/fields_026480.vtk
Saved VTK at t = 13.245000, laser=(6.4625, 1.7525) to VTK/fields_026490.vtk
Saved VTK at t = 13.250000, laser=(6.4625, 1.7775) to VTK/fields_026500.vtk
Saved VTK at t = 13.255000, laser=(6.4625, 1.8025) to VTK/fields_026510.vtk
Saved VTK at t = 13.260000, laser=(6.4625, 1.8275) to VTK/fields_026520.vtk
Saved VTK at t = 13.265000, laser=(6.4625, 1.8525) to VTK/fields_026530.vtk
